Maladie;Symptome_1;Symptome_2;Symptome_3;Symptome_4;Symptome_5;Symptome_6;Symptome_7;Symptome_8;Symptome_9;Symptome_10;Symptome_11;Symptome_12;Symptome_13;Symptome_14;Symptome_15;Symptome_16;Symptome_17
Hépatite C;fatigue;peau jaunâtre;nausées;perte d'appétit;jaunissement des yeux;;;;;;;;;;;;
Hépatite C;fatigue;peau jaunâtre;nausées;perte d'appétit;jaunissement des yeux;antécédents familiaux;;;;;;;;;;;
Hépatite C;fatigue;peau jaunâtre;nausées;perte d'appétit;jaunissement des yeux;antécédents familiaux;;;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;
Hépatite D;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;douleur abdominale;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;jaunissement des yeux;;;;;;;;;
Hépatite D;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;;;;;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;
Hépatite E;vomissements;fatigue;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;fatigue;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fièvre élevée;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;peau jaunâtre;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;urines foncées;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite E;douleur articulaire;vomissements;fatigue;fièvre élevée;peau jaunâtre;urines foncées;perte d'appétit;douleur abdominale;jaunissement des yeux;insuffisance hépatique aiguë;coma;Hémorragie gastrique;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;
Hépatite alcoolique;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;surcharge hydrique;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;;;;;;;;;;;
Hépatite alcoolique;vomissements;peau jaunâtre;douleur abdominale;gonflement de l'estomac;distension de l'abdomen;antécédents de consommation d'alcool;surcharge hydrique;;;;;;;;;;
Tuberculose;frissons;vomissements;fatigue;perte de poids;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;
Tuberculose;frissons;vomissements;fatigue;perte de poids;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;
Tuberculose;vomissements;fatigue;perte de poids;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;fatigue;perte de poids;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;perte de poids;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;fatigue;toux;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;fatigue;perte de poids;fièvre élevée;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;fatigue;perte de poids;toux;essoufflement;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;fatigue;perte de poids;toux;fièvre élevée;transpiration;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Tuberculose;frissons;vomissements;fatigue;perte de poids;toux;fièvre élevée;essoufflement;perte d'appétit;fièvre légère;jaunissement des yeux;ganglions lymphatiques gonflés;malaise;mucosités;douleur thoracique;sang dans les crachats;;
Rhume;éternuements continus;frissons;fatigue;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire
Rhume;éternuements continus;frissons;fatigue;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire
Rhume;frissons;fatigue;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;fatigue;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;fatigue;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;fatigue;toux;maux de tête;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;fatigue;toux;fièvre élevée;ganglions lymphatiques gonflés;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;fatigue;toux;fièvre élevée;maux de tête;malaise;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Rhume;éternuements continus;frissons;fatigue;toux;fièvre élevée;maux de tête;ganglions lymphatiques gonflés;mucosités;irritation de la gorge;rougeur des yeux;pression des sinus;nez qui coule;congestion;douleur thoracique;perte de l'odorat;douleur musculaire;
Pneumonie;frissons;fatigue;toux;fièvre élevée;essoufflement;transpiration;malaise;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;toux;fièvre élevée;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;
Pneumonie;frissons;fatigue;toux;fièvre élevée;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;
Pneumonie;fatigue;toux;fièvre élevée;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;toux;fièvre élevée;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;fièvre élevée;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;toux;essoufflement;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;toux;fièvre élevée;transpiration;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;toux;fièvre élevée;essoufflement;malaise;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Pneumonie;frissons;fatigue;toux;fièvre élevée;essoufflement;transpiration;mucosités;douleur thoracique;Fréquence cardiaque élevée;crachats rouillés;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;
Hémorroïdes;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;;
Hémorroïdes;constipation;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;selles sanglantes;irritation de l'anus;;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;irritation de l'anus;;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;
Hémorroïdes;constipation;douleur lors des selles;douleur dans la région anale;selles sanglantes;irritation de l'anus;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;transpiration;douleur thoracique;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;transpiration;douleur thoracique;;;;;;;;;;;;;
Infarctus du myocarde;essoufflement;transpiration;douleur thoracique;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;transpiration;douleur thoracique;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;douleur thoracique;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;transpiration;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;transpiration;douleur thoracique;;;;;;;;;;;;;
Infarctus du myocarde;essoufflement;transpiration;douleur thoracique;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;transpiration;douleur thoracique;;;;;;;;;;;;;;
Infarctus du myocarde;vomissements;essoufflement;douleur thoracique;;;;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;
Varices;crampes;ecchymoses;obésité;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;ecchymoses;obésité;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;crampes;obésité;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;Jambes gonflées;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Dilatation vasculaire;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Jambes gonflées;veines saillantes sur le mollet;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Jambes gonflées;Dilatation vasculaire;;;;;;;;;;;
Varices;fatigue;crampes;ecchymoses;obésité;Jambes gonflées;veines saillantes sur le mollet;;;;;;;;;;;
Hypothyroïdie;fatigue;prise de poids;froid hands et feets;Sautes d’humeur;léthargie;étourdissements;visage et yeux bouffis;augmentés thyroïde;fragiles ongles;Œdème des extrémités;dépression;irritabilité;menstruations anormales;;;;
Hypothyroïdie;fatigue;prise de poids;froid hands et feets;Sautes d’humeur;léthargie;étourdissements;visage et yeux bouffis;augmentés thyroïde;fragiles ongles;Œdème des extrémités;dépression;irritabilité;menstruations anormales;;;;
Hypothyroïdie;prise de poids;froid hands et feets;Sautes d’humeur;léthargie;étourdissements;visage et yeux bouffis;augmentés thyroïde;fragiles ongles;Œdème des extrémités;dépression;irritabilité;menstruations anormales;;;;;
Hypothyroïdie;prise de poids;froid hands et feets;Sautes d’humeur;léthargie;étourdissements;visage et yeux bouffis;augmentés thyroïde;fragiles ongles;Œdème des extrémités;dépression;irritabilité;menstruations anormales;;;;;
Hypothyroïdie;fatigue;froid hands et feets;Sautes d’humeur;léthargie;étourdissements;visage et yeux bouffis;augmentés thyroïde;fragiles ongles;Œdème des extrémités;dépression;irritabilité;menstruations anormales;;;;;
